Epoch: [0][0/1344], lr: 0.01000	Time 17.205 (17.205)	Data 7.450 (7.450)	Loss 5.1647 (5.1647)	Reg_Loss 0.0000 (0.0000)	rep_losses1 5.1647 (5.1647)	rep_losses2 0.0000 (0.0000)	rep_losses3 0.0000 (0.0000)	prob_pens 0.0000 (0.0000)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Epoch: [0][20/1344], lr: 0.01000	Time 0.962 (1.736)	Data 0.000 (0.355)	Loss 4.9154 (5.2439)	Reg_Loss 0.0000 (0.0000)	rep_losses1 4.9154 (5.2439)	rep_losses2 0.0000 (0.0000)	rep_losses3 0.0000 (0.0000)	prob_pens 0.0000 (0.0000)	Prec@1 12.500 (0.595)	Prec@5 25.000 (3.571)
Epoch: [0][40/1344], lr: 0.01000	Time 0.959 (1.361)	Data 0.000 (0.182)	Loss 5.2946 (5.1963)	Reg_Loss 0.0000 (0.0000)	rep_losses1 5.2946 (5.1963)	rep_losses2 0.0000 (0.0000)	rep_losses3 0.0000 (0.0000)	prob_pens 0.0000 (0.0000)	Prec@1 0.000 (1.220)	Prec@5 0.000 (4.878)
